target_interval_id,reference_interval_id,english_speaker_id,raw_distance,either_interval_qc_flag
AN19-rec-0050eb4714232f054ed9:phone:2,AN19-rec-fba1e481514bcd2f5c1d:phone:2,AN19.ENG.ef2,7.064699644075771,True
AN19-rec-0050eb4714232f054ed9:phone:3,AN19-rec-262b9521fd915e06e9f2:phone:3,AN19.ENG.em3,69.90676610100428,True
AN19-rec-0050eb4714232f054ed9:phone:3,AN19-rec-757237bbf812b30d9d3e:phone:3,AN19.ENG.em2,43.42100889700232,True
AN19-rec-0050eb4714232f054ed9:phone:3,AN19-rec-8ae6aba7d9893aa6607f:phone:3,AN19.ENG.ef1,23.698179255916013,True
AN19-rec-0050eb4714232f054ed9:phone:3,AN19-rec-a57801690ac6fb89c729:phone:3,AN19.ENG.ef3,73.75161052078116,True
AN19-rec-0050eb4714232f054ed9:phone:3,AN19-rec-b6fd533cb6d4f2e1fbe1:phone:3,AN19.ENG.em1,47.729157416540716,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-0f9b038970314a9d88c2:phone:1,AN19.ENG.ef1,76.0157162709373,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-404078f914badc337951:phone:1,AN19.ENG.em2,39.16009510420449,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-5d7487818276a5e60d5a:phone:1,AN19.ENG.ef2,36.52094655041742,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-8dae3297c07fe9492c17:phone:1,AN19.ENG.em1,1.8126379506594925,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-b13dfddf58d594780c44:phone:1,AN19.ENG.ef3,33.93728475667006,True
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-b157908fae4c1bfc7c25:phone:1,AN19.ENG.em3,28.150072879636127,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-0f9b038970314a9d88c2:phone:3,AN19.ENG.ef1,63.072062337417805,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-404078f914badc337951:phone:3,AN19.ENG.em2,55.35068101154487,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-5d7487818276a5e60d5a:phone:3,AN19.ENG.ef2,62.711841194152775,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-8dae3297c07fe9492c17:phone:3,AN19.ENG.em1,42.06189377120506,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-b13dfddf58d594780c44:phone:3,AN19.ENG.ef3,67.84292766536434,True
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-b157908fae4c1bfc7c25:phone:3,AN19.ENG.em3,69.02338390472295,True
AN19-rec-00533be9d2b36bb1365a:phone:1,AN19-rec-502cf77983705064c56b:phone:1,AN19.ENG.ef2,44.84350226917616,True
AN19-rec-00533be9d2b36bb1365a:phone:1,AN19-rec-5ae8c4f2c911f2fd8afc:phone:1,AN19.ENG.em1,32.39242028984658,False
AN19-rec-00533be9d2b36bb1365a:phone:1,AN19-rec-75b1fad563f0995e511c:phone:1,AN19.ENG.em2,44.87701252673273,True
AN19-rec-00533be9d2b36bb1365a:phone:1,AN19-rec-bad6bcd89d56bf89fc37:phone:1,AN19.ENG.ef1,31.446554846286755,False
AN19-rec-00533be9d2b36bb1365a:phone:1,AN19-rec-eed7f16ea41392bbc35c:phone:1,AN19.ENG.ef3,42.474767411959725,True
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-502cf77983705064c56b:phone:2,AN19.ENG.ef2,20.083780920637743,True
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-5ae8c4f2c911f2fd8afc:phone:2,AN19.ENG.em1,12.79161314119506,False
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-75b1fad563f0995e511c:phone:2,AN19.ENG.em2,10.911386838996286,False
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-a6d314ff065b9f1db28b:phone:2,AN19.ENG.em3,17.066885622830643,True
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-bad6bcd89d56bf89fc37:phone:2,AN19.ENG.ef1,28.435237947110302,True
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-eed7f16ea41392bbc35c:phone:2,AN19.ENG.ef3,25.08997194575137,True
AN19-rec-00533be9d2b36bb1365a:phone:3,AN19-rec-502cf77983705064c56b:phone:3,AN19.ENG.ef2,112.73274982532084,True
AN19-rec-00533be9d2b36bb1365a:phone:3,AN19-rec-5ae8c4f2c911f2fd8afc:phone:3,AN19.ENG.em1,20.298857020875495,True
AN19-rec-00533be9d2b36bb1365a:phone:3,AN19-rec-75b1fad563f0995e511c:phone:3,AN19.ENG.em2,32.507723694738736,True
AN19-rec-0057a369afb30665da7f:phone:1,AN19-rec-0b5c8fd8cf64591489e1:phone:1,AN19.ENG.em2,44.81024855306701,True
AN19-rec-0057a369afb30665da7f:phone:1,AN19-rec-1080e9754b744ad3db9b:phone:1,AN19.ENG.em1,21.541495823918154,True
AN19-rec-0057a369afb30665da7f:phone:1,AN19-rec-4b5f0446c8253362eeca:phone:1,AN19.ENG.ef2,43.2467474937576,True
AN19-rec-0057a369afb30665da7f:phone:1,AN19-rec-900c2d592dd694f60c8c:phone:1,AN19.ENG.ef3,36.229811119173355,True
AN19-rec-0057a369afb30665da7f:phone:1,AN19-rec-d52f0efc0249c5c0cd0c:phone:1,AN19.ENG.em3,69.33891541896911,True
AN19-rec-0057a369afb30665da7f:phone:2,AN19-rec-0b5c8fd8cf64591489e1:phone:2,AN19.ENG.em2,7.289177163516488,True
AN19-rec-0057a369afb30665da7f:phone:2,AN19-rec-900c2d592dd694f60c8c:phone:2,AN19.ENG.ef3,50.30255708182764,False
AN19-rec-0057a369afb30665da7f:phone:2,AN19-rec-d52f0efc0249c5c0cd0c:phone:2,AN19.ENG.em3,78.8893323153934,True
AN19-rec-0057a369afb30665da7f:phone:2,AN19-rec-e773c1444142a53d1dd8:phone:2,AN19.ENG.ef1,15.18763653769875,False
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-0b5c8fd8cf64591489e1:phone:3,AN19.ENG.em2,6.28245621975636,True
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-1080e9754b744ad3db9b:phone:3,AN19.ENG.em1,87.65285548912611,True
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-4b5f0446c8253362eeca:phone:3,AN19.ENG.ef2,47.740274172982225,True
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-900c2d592dd694f60c8c:phone:3,AN19.ENG.ef3,36.8049029249044,True
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-d52f0efc0249c5c0cd0c:phone:3,AN19.ENG.em3,69.1309760756391,True
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-e773c1444142a53d1dd8:phone:3,AN19.ENG.ef1,34.31203423616431,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-7dcb3b189f4213a55cc9:phone:1,AN19.ENG.em2,39.34448723181138,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-9fa4309ca591ced07eec:phone:1,AN19.ENG.ef2,32.241675504864304,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-a8ce6b9a055867b206df:phone:1,AN19.ENG.em3,34.88515402405551,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-b93e611a36d2239db3ae:phone:1,AN19.ENG.ef3,42.93112216529993,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-becd1a1187ab7f1ae676:phone:1,AN19.ENG.em1,25.336745910514907,True
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-f25b9174be1507c8ce31:phone:1,AN19.ENG.ef1,60.017085671714995,True
AN19-rec-005c402abe966a8ae478:phone:3,AN19-rec-7dcb3b189f4213a55cc9:phone:3,AN19.ENG.em2,27.839786024053826,True
AN19-rec-005c402abe966a8ae478:phone:3,AN19-rec-9fa4309ca591ced07eec:phone:3,AN19.ENG.ef2,26.045252868050614,True
AN19-rec-005c402abe966a8ae478:phone:3,AN19-rec-a8ce6b9a055867b206df:phone:3,AN19.ENG.em3,42.16537367794315,True
AN19-rec-005c402abe966a8ae478:phone:3,AN19-rec-b93e611a36d2239db3ae:phone:3,AN19.ENG.ef3,34.497762411985946,True
AN19-rec-005c402abe966a8ae478:phone:3,AN19-rec-becd1a1187ab7f1ae676:phone:3,AN19.ENG.em1,40.011579006158634,True
AN19-rec-00604aaa516d6a227c48:phone:1,AN19-rec-0c20384d23a1d82bf893:phone:1,AN19.ENG.em1,27.22218040792706,True
AN19-rec-00604aaa516d6a227c48:phone:1,AN19-rec-3eefa2611a93ab49ba18:phone:1,AN19.ENG.ef3,53.20663049347476,True
AN19-rec-00604aaa516d6a227c48:phone:1,AN19-rec-9391286a88e3f85aacfe:phone:1,AN19.ENG.em2,20.017696630838124,True
AN19-rec-00604aaa516d6a227c48:phone:1,AN19-rec-bc6af1792515f99924fc:phone:1,AN19.ENG.ef1,32.92454719133113,True
AN19-rec-00604aaa516d6a227c48:phone:1,AN19-rec-cfc894b74a95f05bdbf6:phone:1,AN19.ENG.ef2,51.89729470659686,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-0c20384d23a1d82bf893:phone:3,AN19.ENG.em1,22.680620504827274,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-3eefa2611a93ab49ba18:phone:3,AN19.ENG.ef3,57.72477263237688,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-52439a1c0f71644c22c8:phone:3,AN19.ENG.em3,58.241848936077496,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-9391286a88e3f85aacfe:phone:3,AN19.ENG.em2,25.516328701668535,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-bc6af1792515f99924fc:phone:3,AN19.ENG.ef1,39.52195125051206,True
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-cfc894b74a95f05bdbf6:phone:3,AN19.ENG.ef2,70.81070790647959,True
AN19-rec-0077e944c0dd433b5c0c:phone:2,AN19-rec-4cdc0a0d8b602186f2c1:phone:2,AN19.ENG.ef1,68.51860127524832,True
AN19-rec-0077e944c0dd433b5c0c:phone:2,AN19-rec-b72b1e2119de182e2150:phone:2,AN19.ENG.ef3,73.50683493335347,True
AN19-rec-0077e944c0dd433b5c0c:phone:2,AN19-rec-fa7a6059175af6f7daf1:phone:2,AN19.ENG.ef2,35.61865551667689,True
AN19-rec-0077e944c0dd433b5c0c:phone:2,AN19-rec-fe5a7cd8e53d0f5addef:phone:2,AN19.ENG.em2,70.03248130022351,True
AN19-rec-0077e944c0dd433b5c0c:phone:3,AN19-rec-4cdc0a0d8b602186f2c1:phone:3,AN19.ENG.ef1,115.49120736982422,True
AN19-rec-0077e944c0dd433b5c0c:phone:3,AN19-rec-cb7c07e6d646622f7dbb:phone:3,AN19.ENG.em3,32.26400310665935,True
AN19-rec-0077e944c0dd433b5c0c:phone:3,AN19-rec-fa7a6059175af6f7daf1:phone:3,AN19.ENG.ef2,27.724069731624976,True
AN19-rec-0077e944c0dd433b5c0c:phone:3,AN19-rec-fd4ba94f27832775b9d3:phone:3,AN19.ENG.em1,139.8323733016636,True
AN19-rec-0077e944c0dd433b5c0c:phone:3,AN19-rec-fe5a7cd8e53d0f5addef:phone:3,AN19.ENG.em2,146.3351563024429,True
AN19-rec-0077edc765ec16e640f6:phone:1,AN19-rec-117fdae974eac364ccc7:phone:1,AN19.ENG.em2,29.115639741973876,False
AN19-rec-0077edc765ec16e640f6:phone:1,AN19-rec-6c976d7dba8185ba0caa:phone:1,AN19.ENG.ef2,5.154859162168262,True
AN19-rec-0077edc765ec16e640f6:phone:1,AN19-rec-7ef5f1a79737ee1f9871:phone:1,AN19.ENG.em3,23.652375097028038,True
AN19-rec-0077edc765ec16e640f6:phone:1,AN19-rec-a882117218567cc9f153:phone:1,AN19.ENG.ef3,27.49565383779847,True
AN19-rec-0077edc765ec16e640f6:phone:1,AN19-rec-cd7438ed1895ac2d9df3:phone:1,AN19.ENG.ef1,46.01445420711977,False
AN19-rec-0077edc765ec16e640f6:phone:2,AN19-rec-117fdae974eac364ccc7:phone:2,AN19.ENG.em2,10.191060417196345,True
AN19-rec-0077edc765ec16e640f6:phone:2,AN19-rec-17695c37d34521e7af49:phone:2,AN19.ENG.em1,5.543541867609016,True
AN19-rec-0077edc765ec16e640f6:phone:2,AN19-rec-6c976d7dba8185ba0caa:phone:2,AN19.ENG.ef2,17.528433121497418,False
AN19-rec-0077edc765ec16e640f6:phone:2,AN19-rec-7ef5f1a79737ee1f9871:phone:2,AN19.ENG.em3,12.040593990931256,True
AN19-rec-0077edc765ec16e640f6:phone:2,AN19-rec-a882117218567cc9f153:phone:2,AN19.ENG.ef3,27.06370723439123,False
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-1779b52d17e97fd2b3e3:phone:1,AN19.ENG.em1,18.548097102807144,True
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-395eda4a3f0506b61bf8:phone:1,AN19.ENG.ef3,53.418936641745915,True
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-6fea1ec9d12d8e2ab912:phone:1,AN19.ENG.em2,36.37825151625676,True
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-97dd19a5f5e815e70d47:phone:1,AN19.ENG.ef1,39.17514385713507,True
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-b58e2a4042d11293595c:phone:1,AN19.ENG.ef2,30.214209695220962,True
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-dc4f8bf7be8817e47d00:phone:1,AN19.ENG.em3,94.28460737419178,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-1779b52d17e97fd2b3e3:phone:3,AN19.ENG.em1,33.70636285211557,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-395eda4a3f0506b61bf8:phone:3,AN19.ENG.ef3,24.745225257478523,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-6fea1ec9d12d8e2ab912:phone:3,AN19.ENG.em2,30.028524920367925,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-97dd19a5f5e815e70d47:phone:3,AN19.ENG.ef1,34.094485091799044,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-b58e2a4042d11293595c:phone:3,AN19.ENG.ef2,32.26801543974959,True
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-dc4f8bf7be8817e47d00:phone:3,AN19.ENG.em3,57.08154793673835,True
AN19-rec-00a872dff0e7356cc07d:phone:1,AN19-rec-5690e8e16b980f06162a:phone:1,AN19.ENG.ef3,70.71824569318913,True
AN19-rec-00a872dff0e7356cc07d:phone:1,AN19-rec-62749e31416e0795a92e:phone:1,AN19.ENG.em2,63.41316167530344,True
AN19-rec-00a872dff0e7356cc07d:phone:1,AN19-rec-98cb84976525e1cb52bd:phone:1,AN19.ENG.ef2,71.45555391592892,True
AN19-rec-00a872dff0e7356cc07d:phone:1,AN19-rec-b8906ccebae94bad899c:phone:1,AN19.ENG.em1,53.14081571657004,True
AN19-rec-00a872dff0e7356cc07d:phone:1,AN19-rec-ff4b9895cb7d8f574bb3:phone:1,AN19.ENG.em3,64.93469097441707,True
AN19-rec-00a872dff0e7356cc07d:phone:2,AN19-rec-5690e8e16b980f06162a:phone:2,AN19.ENG.ef3,115.41919174673512,True
AN19-rec-00a872dff0e7356cc07d:phone:2,AN19-rec-62749e31416e0795a92e:phone:2,AN19.ENG.em2,71.57134943724228,True
AN19-rec-00a872dff0e7356cc07d:phone:2,AN19-rec-6d14c89937ba669a23a8:phone:2,AN19.ENG.ef1,41.34931743723434,True
AN19-rec-00a872dff0e7356cc07d:phone:2,AN19-rec-98cb84976525e1cb52bd:phone:2,AN19.ENG.ef2,123.64290104870106,True
AN19-rec-00a872dff0e7356cc07d:phone:2,AN19-rec-ff4b9895cb7d8f574bb3:phone:2,AN19.ENG.em3,39.66108018606782,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-0d2cb028fd91d84311e8:phone:1,AN19.ENG.em1,5.066612853600103,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-1a1fda8876a963a88b7c:phone:1,AN19.ENG.em2,63.69872218863637,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-485e7d43527f4bebcec5:phone:1,AN19.ENG.ef1,63.52482697845793,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-4e282d17fc6f743f4866:phone:1,AN19.ENG.em3,49.59419290104008,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-6d6f5ccc2ff567cae2b8:phone:1,AN19.ENG.ef3,61.199103459598184,True
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-82819e1b4858e34d501e:phone:1,AN19.ENG.ef2,32.75008473108833,True
AN19-rec-00a892a1108fba85bce7:phone:2,AN19-rec-0d2cb028fd91d84311e8:phone:2,AN19.ENG.em1,33.47278633035516,True
AN19-rec-00a892a1108fba85bce7:phone:2,AN19-rec-485e7d43527f4bebcec5:phone:2,AN19.ENG.ef1,49.50485869560567,True
AN19-rec-00a892a1108fba85bce7:phone:2,AN19-rec-6d6f5ccc2ff567cae2b8:phone:2,AN19.ENG.ef3,63.25906321286555,True
AN19-rec-00a892a1108fba85bce7:phone:3,AN19-rec-0d2cb028fd91d84311e8:phone:3,AN19.ENG.em1,34.36882221706528,True
AN19-rec-00a892a1108fba85bce7:phone:3,AN19-rec-1a1fda8876a963a88b7c:phone:3,AN19.ENG.em2,66.99176280298916,True
AN19-rec-00a892a1108fba85bce7:phone:3,AN19-rec-485e7d43527f4bebcec5:phone:3,AN19.ENG.ef1,31.4088174340294,True
AN19-rec-00a892a1108fba85bce7:phone:3,AN19-rec-4e282d17fc6f743f4866:phone:3,AN19.ENG.em3,91.81882007580458,True
AN19-rec-00a892a1108fba85bce7:phone:3,AN19-rec-82819e1b4858e34d501e:phone:3,AN19.ENG.ef2,94.99863032544266,True
AN19-rec-00ab37c332c689f6d84f:phone:1,AN19-rec-1aa9d5068385c96452a1:phone:1,AN19.ENG.ef3,123.24705319411326,True
AN19-rec-00ab37c332c689f6d84f:phone:1,AN19-rec-acd8e0475f8d5ff35964:phone:1,AN19.ENG.ef2,68.72642437393297,True
AN19-rec-00ab37c332c689f6d84f:phone:1,AN19-rec-d8b16d15ce6c4bbeb98c:phone:1,AN19.ENG.ef1,76.39700910091933,True
AN19-rec-00ab37c332c689f6d84f:phone:1,AN19-rec-de575628a21c29fab517:phone:1,AN19.ENG.em1,96.34344046515241,True
AN19-rec-00ab37c332c689f6d84f:phone:2,AN19-rec-1aa9d5068385c96452a1:phone:2,AN19.ENG.ef3,88.10537607681488,True
