interval_id,recording_id,speaker_id,language,branch,comparison_word,canonical_sequence,canonical_position,canonical_phone,mean_similarity,mean_reference_dtw,n_reference_speakers,n_reference_recordings,instance_weight
AN19-rec-00079a5577d59a2dc124:phone:2,AN19-rec-00079a5577d59a2dc124,AN19.SPA.sf6,Spanish,Romance,pull,p uh l,1,uh,3.591932349923361e-09,27.33563091732784,6,6,0.007042253521126761
AN19-rec-002747096d898f7ade1e:phone:3,AN19-rec-002747096d898f7ade1e,AN19.MIX.if4,German,Germanic,deep,d iy p,2,p,6.166956589606313e-06,30.36209792695112,6,6,0.0072992700729927005
AN19-rec-00301de6d7ad00a41cc5:phone:1,AN19-rec-00301de6d7ad00a41cc5,AN19.MIX.if4,German,Germanic,move,m uw v,0,m,8.168817500043078e-11,38.41492647104326,6,6,0.0072992700729927005
AN19-rec-00301de6d7ad00a41cc5:phone:3,AN19-rec-00301de6d7ad00a41cc5,AN19.MIX.if4,German,Germanic,move,m uw v,2,v,1.722380342917007e-14,36.02502406928593,6,6,0.0072992700729927005
AN19-rec-003f828cad6d1e4a7c19:phone:2,AN19-rec-003f828cad6d1e4a7c19,AN19.MIX.if1,Albanian,Albanian,fade,f ey d,1,ey,1.1920918359071785e-09,33.58243820590955,6,6,0.0070921985815602835
AN19-rec-0050eb4714232f054ed9:phone:1,AN19-rec-0050eb4714232f054ed9,AN19.KOR.km7,Korean,Koreanic,shall,sh ae l,0,sh,0.028935388950797124,11.92889166445471,6,6,0.006711409395973154
AN19-rec-0050eb4714232f054ed9:phone:2,AN19-rec-0050eb4714232f054ed9,AN19.KOR.km7,Korean,Koreanic,shall,sh ae l,1,ae,0.00017783076513565226,20.036767834318766,6,6,0.006711409395973154
AN19-rec-0052e4853db5ca8b5209:phone:1,AN19-rec-0052e4853db5ca8b5209,AN19.MIX.im5,Turkish,Turkic,gut,g ah t,0,g,0.027203832363615718,35.93279225208748,6,6,0.007246376811594203
AN19-rec-0052e4853db5ca8b5209:phone:3,AN19-rec-0052e4853db5ca8b5209,AN19.MIX.im5,Turkish,Turkic,gut,g ah t,2,t,9.00743470501132e-20,60.01046498073463,6,6,0.007246376811594203
AN19-rec-00533be9d2b36bb1365a:phone:2,AN19-rec-00533be9d2b36bb1365a,AN19.MIX.im1,Romanian,Romance,lad,l ae d,1,ae,3.512316482954765e-06,19.063146069420235,6,6,0.006802721088435374
AN19-rec-0057a369afb30665da7f:phone:3,AN19-rec-0057a369afb30665da7f,AN19.SPA.sf6,Spanish,Romance,white,w ay t,2,t,0.0003114674595293528,46.98724985309542,6,6,0.007042253521126761
AN19-rec-005c402abe966a8ae478:phone:1,AN19-rec-005c402abe966a8ae478,AN19.KOR.kf1,Korean,Koreanic,firm,f er m,0,f,1.6546510673108906e-12,39.12604508471017,6,6,0.0072992700729927005
AN19-rec-00604aaa516d6a227c48:phone:3,AN19-rec-00604aaa516d6a227c48,AN19.KOR.km6,Korean,Koreanic,mouth,m aw th,2,th,2.4919762460234302e-11,45.74937165532364,6,6,0.007042253521126761
AN19-rec-008ce5ae86ba1aead5d2:phone:1,AN19-rec-008ce5ae86ba1aead5d2,AN19.MIX.im2,Bengali,Indo-Aryan,hoot,hh uw t,0,hh,1.467291029666732e-09,45.33654103122627,6,6,0.007246376811594203
AN19-rec-008ce5ae86ba1aead5d2:phone:3,AN19-rec-008ce5ae86ba1aead5d2,AN19.MIX.im2,Bengali,Indo-Aryan,hoot,hh uw t,2,t,3.0037186121323914e-12,35.3206935830415,6,6,0.007246376811594203
AN19-rec-00a892a1108fba85bce7:phone:1,AN19-rec-00a892a1108fba85bce7,AN19.SPA.sf2,Spanish,Romance,rim,r ih m,0,r,0.001050622616107458,45.9722571854035,6,6,0.007246376811594203
AN19-rec-00cd2a165259bb4e0496:phone:3,AN19-rec-00cd2a165259bb4e0496,AN19.KOR.km1,Korean,Koreanic,mum,m ah m,2,m,7.693545250102527e-14,56.00778526350444,6,6,0.0072992700729927005
AN19-rec-00e5bdc4b8f1987faddd:phone:3,AN19-rec-00e5bdc4b8f1987faddd,AN19.SPA.sm6,Spanish,Romance,dog,d ao g,2,g,8.050604364815166e-12,55.13186558801382,6,6,0.006756756756756757
AN19-rec-00f62c410fc775ed952f:phone:1,AN19-rec-00f62c410fc775ed952f,AN19.SPA.sf3,Spanish,Romance,rim,r ih m,0,r,3.871190656626077e-12,64.32817960068824,6,6,0.007246376811594203
AN19-rec-0102bb1b226aecaa36f9:phone:1,AN19-rec-0102bb1b226aecaa36f9,AN19.MIX.if4,German,Germanic,ship,sh ih p,0,sh,0.04471994818273026,5.904935416437408,6,6,0.0072992700729927005
AN19-rec-0102bb1b226aecaa36f9:phone:3,AN19-rec-0102bb1b226aecaa36f9,AN19.MIX.if4,German,Germanic,ship,sh ih p,2,p,0.009030321191896529,11.08090435583419,6,6,0.0072992700729927005
AN19-rec-01068b21e1c78fd0f005:phone:2,AN19-rec-01068b21e1c78fd0f005,AN19.SPA.sm7,Spanish,Romance,wash,w aa sh,1,aa,0.0005707297880831521,36.72990187223616,6,6,0.007352941176470588
AN19-rec-011d47b710ba9c61308f:phone:3,AN19-rec-011d47b710ba9c61308f,AN19.SPA.sf4,Spanish,Romance,whore,hh ao r,2,r,7.298471203007867e-17,50.99151421450205,6,6,0.0070921985815602835
AN19-rec-012df2a2840359dbead3:phone:2,AN19-rec-012df2a2840359dbead3,AN19.MIX.im3,Russian,Slavic,wife,w ay f,1,ay,0.03455002276110928,16.5642826415469,6,6,0.006756756756756757
AN19-rec-013b803555c8c5f0ac43:phone:3,AN19-rec-013b803555c8c5f0ac43,AN19.MIX.if3,French,Romance,pup,p ah p,2,p,5.943522297851248e-13,58.61265299894743,6,6,0.006993006993006993
AN19-rec-013f8900546a1a2133fd:phone:1,AN19-rec-013f8900546a1a2133fd,AN19.SPA.sf2,Spanish,Romance,bean,b iy n,0,b,2.30204985643088e-16,45.8903480267606,6,6,0.007246376811594203
AN19-rec-013f8900546a1a2133fd:phone:2,AN19-rec-013f8900546a1a2133fd,AN19.SPA.sf2,Spanish,Romance,bean,b iy n,1,iy,4.702996500471954e-07,18.703416598746443,6,6,0.007246376811594203
AN19-rec-016b0370a10fdf3a2cb8:phone:1,AN19-rec-016b0370a10fdf3a2cb8,AN19.SPA.sm2,Spanish,Romance,gave,g ey v,0,g,2.0018516386677342e-16,59.55629682376618,6,6,0.007042253521126761
AN19-rec-016cdd9a572af5c8484c:phone:2,AN19-rec-016cdd9a572af5c8484c,AN19.SPA.sm6,Spanish,Romance,lose,l uw z,1,uw,1.8028494120942077e-12,34.391137358321934,6,6,0.006756756756756757
AN19-rec-018b24a9ffabb30ff44b:phone:3,AN19-rec-018b24a9ffabb30ff44b,AN19.MIX.if1,Albanian,Albanian,faith,f ey th,2,th,0.00011445125671875088,32.48052008458178,6,6,0.0070921985815602835
AN19-rec-01950e8890eeb3675002:phone:1,AN19-rec-01950e8890eeb3675002,AN19.MIX.if2,Dutch,Germanic,jack,jh ae k,0,jh,9.837342497212878e-24,74.64534023610958,6,6,0.006944444444444444
AN19-rec-01950e8890eeb3675002:phone:3,AN19-rec-01950e8890eeb3675002,AN19.MIX.if2,Dutch,Germanic,jack,jh ae k,2,k,5.544119866703603e-52,129.6344066109213,6,6,0.006944444444444444
AN19-rec-01a7fb7858dd047237d0:phone:3,AN19-rec-01a7fb7858dd047237d0,AN19.MIX.if3,French,Romance,love,l ah v,2,v,2.468884851438913e-20,81.71366779884364,6,6,0.006993006993006993
AN19-rec-01a8f84ad3ec866628b8:phone:3,AN19-rec-01a8f84ad3ec866628b8,AN19.MIX.im6,Hindi,Indo-Aryan,lame,l ey m,2,m,9.722451420878266e-09,31.744633004058144,6,6,0.006711409395973154
AN19-rec-01b5f80b47c88e5bb898:phone:2,AN19-rec-01b5f80b47c88e5bb898,AN19.KOR.km8,Korean,Koreanic,sill,s ih l,1,ih,8.045921511410632e-06,16.2950578138919,6,6,0.006896551724137931
AN19-rec-01c5971229b48d70f430:phone:3,AN19-rec-01c5971229b48d70f430,AN19.KOR.km6,Korean,Koreanic,serve,s er v,2,v,0.0037494864232819375,12.880498781828107,6,6,0.007042253521126761
AN19-rec-01d8e4c2112eb2f12134:phone:2,AN19-rec-01d8e4c2112eb2f12134,AN19.MIX.im3,Russian,Slavic,mace,m ey s,1,ey,2.5577977975479502e-05,21.62503391918808,6,6,0.006756756756756757
AN19-rec-01d8e4c2112eb2f12134:phone:3,AN19-rec-01d8e4c2112eb2f12134,AN19.MIX.im3,Russian,Slavic,mace,m ey s,2,s,0.000137945605442793,35.13349284779948,6,6,0.006756756756756757
AN19-rec-01eac7c104f0c4ce5eea:phone:2,AN19-rec-01eac7c104f0c4ce5eea,AN19.MIX.im4,Mandarin,Sino-Tibetan,lace,l ey s,1,ey,1.089961684590006e-05,26.146870248882298,6,6,0.006993006993006993
AN19-rec-01ecb9e07dc4a59934d4:phone:1,AN19-rec-01ecb9e07dc4a59934d4,AN19.KOR.kf5,Korean,Koreanic,sane,s ey n,0,s,8.61815760350824e-06,21.334286870634557,6,6,0.006993006993006993
AN19-rec-01ecb9e07dc4a59934d4:phone:2,AN19-rec-01ecb9e07dc4a59934d4,AN19.KOR.kf5,Korean,Koreanic,sane,s ey n,1,ey,3.1532918869309606e-07,24.706228313362853,6,6,0.006993006993006993
AN19-rec-01f01a3cf071c06ccbfd:phone:1,AN19-rec-01f01a3cf071c06ccbfd,AN19.SPA.sm5,Spanish,Romance,job,jh aa b,0,jh,1.0522528662000472e-19,60.47901786813563,6,6,0.006896551724137931
AN19-rec-01f01a3cf071c06ccbfd:phone:3,AN19-rec-01f01a3cf071c06ccbfd,AN19.SPA.sm5,Spanish,Romance,job,jh aa b,2,b,3.5657877313548893e-07,37.04796594857836,6,6,0.006896551724137931
AN19-rec-01f1e29e9f70566fbd6e:phone:1,AN19-rec-01f1e29e9f70566fbd6e,AN19.KOR.kf3,Korean,Koreanic,mote,m ow t,0,m,1.2909175757486295e-14,51.69338322029673,6,6,0.007246376811594203
AN19-rec-01f1e29e9f70566fbd6e:phone:2,AN19-rec-01f1e29e9f70566fbd6e,AN19.KOR.kf3,Korean,Koreanic,mote,m ow t,1,ow,4.572389652044081e-18,51.6047483935566,6,6,0.007246376811594203
AN19-rec-02045bdf61c63bb298cd:phone:2,AN19-rec-02045bdf61c63bb298cd,AN19.KOR.km2,Korean,Koreanic,mat,m ae t,1,ae,3.640705552136545e-06,47.562690849191775,6,6,0.006756756756756757
AN19-rec-0212964bfb1ebd236485:phone:1,AN19-rec-0212964bfb1ebd236485,AN19.MIX.im5,Turkish,Turkic,league,l iy g,0,l,1.3211045131908858e-05,24.17827961530099,6,6,0.007246376811594203
AN19-rec-0212964bfb1ebd236485:phone:2,AN19-rec-0212964bfb1ebd236485,AN19.MIX.im5,Turkish,Turkic,league,l iy g,1,iy,0.007567920071429782,12.798487519569251,6,6,0.007246376811594203
AN19-rec-0212964bfb1ebd236485:phone:3,AN19-rec-0212964bfb1ebd236485,AN19.MIX.im5,Turkish,Turkic,league,l iy g,2,g,2.3584842117192982e-06,19.26845658270918,6,6,0.007246376811594203
AN19-rec-022315b0675a3099df43:phone:3,AN19-rec-022315b0675a3099df43,AN19.KOR.kf3,Korean,Koreanic,thought,th ao t,2,t,4.3570143836732736e-11,38.04066860570584,6,6,0.007246376811594203
AN19-rec-0234c21bbfab95e78dc9:phone:1,AN19-rec-0234c21bbfab95e78dc9,AN19.SPA.sf2,Spanish,Romance,gave,g ey v,0,g,3.5824563142215657e-06,17.813898408594998,6,6,0.007246376811594203
AN19-rec-0260dd8cea26bc13f06e:phone:2,AN19-rec-0260dd8cea26bc13f06e,AN19.MIX.im1,Romanian,Romance,deep,d iy p,1,iy,2.9723354925373377e-09,31.570862102799463,6,6,0.006802721088435374
AN19-rec-0260dd8cea26bc13f06e:phone:3,AN19-rec-0260dd8cea26bc13f06e,AN19.MIX.im1,Romanian,Romance,deep,d iy p,2,p,4.97997978888577e-08,29.436675429326908,6,6,0.006802721088435374
AN19-rec-0283d24f431bd07acf83:phone:2,AN19-rec-0283d24f431bd07acf83,AN19.MIX.im1,Romanian,Romance,wail,w ey l,1,ey,6.731233756112569e-17,52.41779874535988,6,6,0.006802721088435374
AN19-rec-02937498de687327e0da:phone:3,AN19-rec-02937498de687327e0da,AN19.MIX.if1,Albanian,Albanian,mouth,m aw th,2,th,1.4754180909429106e-15,55.54745782265167,6,6,0.0070921985815602835
AN19-rec-02a920b177f8ac82faea:phone:2,AN19-rec-02a920b177f8ac82faea,AN19.MIX.im5,Turkish,Turkic,bead,b iy d,1,iy,9.249715147177838e-09,26.205711380150024,6,6,0.007246376811594203
AN19-rec-02a920b177f8ac82faea:phone:3,AN19-rec-02a920b177f8ac82faea,AN19.MIX.im5,Turkish,Turkic,bead,b iy d,2,d,3.4060460854051504e-05,20.998111109707462,6,6,0.007246376811594203
AN19-rec-02aa4d146b96e7b85de1:phone:3,AN19-rec-02aa4d146b96e7b85de1,AN19.MIX.if6,Somali,Afro-Asiatic,bum,b ah m,2,m,3.2245281565190945e-10,44.81891438204587,6,6,0.007246376811594203
AN19-rec-02af771cd813df76e344:phone:1,AN19-rec-02af771cd813df76e344,AN19.KOR.km3,Korean,Koreanic,hag,hh ae g,0,hh,0.004236563794602804,13.253227106568284,6,6,0.006666666666666667
AN19-rec-02af771cd813df76e344:phone:3,AN19-rec-02af771cd813df76e344,AN19.KOR.km3,Korean,Koreanic,hag,hh ae g,2,g,1.6703099351857383e-09,49.23188471390992,6,6,0.006666666666666667
AN19-rec-02b091e997de9a0062d0:phone:2,AN19-rec-02b091e997de9a0062d0,AN19.SPA.sm2,Spanish,Romance,lad,l ae d,1,ae,1.0229515693825318e-19,53.984319990079136,6,6,0.007042253521126761
AN19-rec-02bde7bc643fa73766d7:phone:2,AN19-rec-02bde7bc643fa73766d7,AN19.SPA.sf5,Spanish,Romance,chore,ch ao r,1,ao,8.752637681136137e-20,59.142058536086246,6,6,0.007194244604316547
AN19-rec-02c1638010b4c741e378:phone:2,AN19-rec-02c1638010b4c741e378,AN19.MIX.if1,Albanian,Albanian,was,w aa z,1,aa,8.542293878893275e-06,24.41282275488655,6,6,0.0070921985815602835
AN19-rec-02c7ceecc69e60515ca1:phone:1,AN19-rec-02c7ceecc69e60515ca1,AN19.SPA.sm6,Spanish,Romance,hag,hh ae g,0,hh,0.0001627950047635837,16.810479571395252,6,6,0.006756756756756757
AN19-rec-02c7ceecc69e60515ca1:phone:3,AN19-rec-02c7ceecc69e60515ca1,AN19.SPA.sm6,Spanish,Romance,hag,hh ae g,2,g,1.03911766071547e-14,49.791696302217794,6,6,0.006756756756756757
AN19-rec-02c9ef6d8a6e68ac538f:phone:1,AN19-rec-02c9ef6d8a6e68ac538f,AN19.SPA.sm2,Spanish,Romance,theme,th iy m,0,th,2.9596901804303425e-09,33.58366064238902,6,6,0.007042253521126761
AN19-rec-02c9ef6d8a6e68ac538f:phone:3,AN19-rec-02c9ef6d8a6e68ac538f,AN19.SPA.sm2,Spanish,Romance,theme,th iy m,2,m,1.9973183583551633e-06,21.244756106203724,6,6,0.007042253521126761
AN19-rec-02fae51cf3635d196d65:phone:1,AN19-rec-02fae51cf3635d196d65,AN19.KOR.km6,Korean,Koreanic,lice,l ay s,0,l,0.0009712274395975297,18.3766099163504,6,6,0.007042253521126761
AN19-rec-02fae51cf3635d196d65:phone:2,AN19-rec-02fae51cf3635d196d65,AN19.KOR.km6,Korean,Koreanic,lice,l ay s,1,ay,5.047453353708157e-05,17.245331276092486,6,6,0.007042253521126761
AN19-rec-02fae51cf3635d196d65:phone:3,AN19-rec-02fae51cf3635d196d65,AN19.KOR.km6,Korean,Koreanic,lice,l ay s,2,s,0.0002968361709748612,26.769438165797112,6,6,0.007042253521126761
AN19-rec-03028c8b783bdbde83a9:phone:2,AN19-rec-03028c8b783bdbde83a9,AN19.KOR.km7,Korean,Koreanic,vice,v ay s,1,ay,3.920182743769017e-05,24.14186006864701,6,6,0.006711409395973154
AN19-rec-030d1222b331e0847214:phone:1,AN19-rec-030d1222b331e0847214,AN19.MIX.if6,Somali,Afro-Asiatic,girl,g er l,0,g,8.365482119700478e-10,30.511002449820875,6,6,0.007246376811594203
AN19-rec-0313056792998e0756ff:phone:1,AN19-rec-0313056792998e0756ff,AN19.MIX.im3,Russian,Slavic,jack,jh ae k,0,jh,7.95437558931714e-07,20.151058299053336,6,6,0.006756756756756757
AN19-rec-0313056792998e0756ff:phone:3,AN19-rec-0313056792998e0756ff,AN19.MIX.im3,Russian,Slavic,jack,jh ae k,2,k,6.552814062891063e-51,123.99761611912788,6,6,0.006756756756756757
AN19-rec-034ca3fa2970d16d9e23:phone:1,AN19-rec-034ca3fa2970d16d9e23,AN19.KOR.km1,Korean,Koreanic,bug,b ah g,0,b,8.095571052260316e-11,41.39982819716429,6,6,0.0072992700729927005
AN19-rec-038bd3b494ba1fe523a4:phone:2,AN19-rec-038bd3b494ba1fe523a4,AN19.KOR.km7,Korean,Koreanic,soil,s oy l,1,oy,1.5550304377450404e-06,19.237828603999205,6,6,0.006711409395973154
AN19-rec-03923bb112d36c95eb1d:phone:1,AN19-rec-03923bb112d36c95eb1d,AN19.KOR.kf1,Korean,Koreanic,rough,r ah f,0,r,0.0023636263128069845,21.92227939906985,6,6,0.0072992700729927005
AN19-rec-0397ce9cf4c1d888ba23:phone:2,AN19-rec-0397ce9cf4c1d888ba23,AN19.KOR.km6,Korean,Koreanic,deep,d iy p,1,iy,3.5792566211952464e-09,25.2594535374771,6,6,0.007042253521126761
AN19-rec-0397ce9cf4c1d888ba23:phone:3,AN19-rec-0397ce9cf4c1d888ba23,AN19.KOR.km6,Korean,Koreanic,deep,d iy p,2,p,1.7164489953655116e-08,25.34889954509244,6,6,0.007042253521126761
AN19-rec-0398b6c6e2b120061384:phone:1,AN19-rec-0398b6c6e2b120061384,AN19.MIX.im4,Mandarin,Sino-Tibetan,shop,sh aa p,0,sh,9.688864902948458e-24,64.4828263573831,6,6,0.006993006993006993
AN19-rec-0398b6c6e2b120061384:phone:2,AN19-rec-0398b6c6e2b120061384,AN19.MIX.im4,Mandarin,Sino-Tibetan,shop,sh aa p,1,aa,1.923714858262388e-39,101.20170820585224,6,6,0.006993006993006993
AN19-rec-0398b6c6e2b120061384:phone:3,AN19-rec-0398b6c6e2b120061384,AN19.MIX.im4,Mandarin,Sino-Tibetan,shop,sh aa p,2,p,4.485962068197102e-22,80.39155831498306,6,6,0.006993006993006993
AN19-rec-03b6cc90ea08d0f29ccc:phone:1,AN19-rec-03b6cc90ea08d0f29ccc,AN19.KOR.kf2,Korean,Koreanic,balm,b aa m,0,b,3.570803791582719e-05,28.99531364010917,6,6,0.0072992700729927005
AN19-rec-03c444998969afa47b6a:phone:1,AN19-rec-03c444998969afa47b6a,AN19.KOR.km2,Korean,Koreanic,girl,g er l,0,g,9.028424852551392e-05,41.04674706227175,6,6,0.006756756756756757
AN19-rec-03c5df19bcba1b756914:phone:1,AN19-rec-03c5df19bcba1b756914,AN19.SPA.sm7,Spanish,Romance,pool,p uw l,0,p,5.5406217332700215e-05,19.93412698892255,6,6,0.007352941176470588
AN19-rec-03cf34da4610c44414ac:phone:2,AN19-rec-03cf34da4610c44414ac,AN19.SPA.sm3,Spanish,Romance,wed,w eh d,1,eh,2.3093986948145492e-43,110.4785694695736,6,6,0.0072992700729927005
AN19-rec-03d6a7c3958fba5bf210:phone:1,AN19-rec-03d6a7c3958fba5bf210,AN19.SPA.sm3,Spanish,Romance,job,jh aa b,0,jh,1.1876538536573497e-10,66.23368457158936,6,6,0.0072992700729927005
AN19-rec-03d6a7c3958fba5bf210:phone:3,AN19-rec-03d6a7c3958fba5bf210,AN19.SPA.sm3,Spanish,Romance,job,jh aa b,2,b,4.2093395284580286e-12,39.444056412097154,6,6,0.0072992700729927005
AN19-rec-03da0619e7d995eac994:phone:2,AN19-rec-03da0619e7d995eac994,AN19.MIX.im2,Bengali,Indo-Aryan,caught,k aa t,1,aa,3.245034756623068e-05,71.08156889902688,6,6,0.007246376811594203
AN19-rec-03e3d7e64f020067d3e5:phone:2,AN19-rec-03e3d7e64f020067d3e5,AN19.KOR.kf2,Korean,Koreanic,mid,m ih d,1,ih,7.279861447364122e-18,59.47633792196217,6,6,0.0072992700729927005
AN19-rec-03e5fd99cf65f919c19f:phone:1,AN19-rec-03e5fd99cf65f919c19f,AN19.SPA.sm4,Spanish,Romance,rough,r ah f,0,r,0.003870023374431999,20.22895690851557,6,6,0.007194244604316547
AN19-rec-03e78acbc8ccd0df1e9d:phone:1,AN19-rec-03e78acbc8ccd0df1e9d,AN19.MIX.if2,Dutch,Germanic,girl,g er l,0,g,1.969602330821647e-09,31.30865190427167,6,6,0.006944444444444444
AN19-rec-03eb582aff5c69b59bfa:phone:2,AN19-rec-03eb582aff5c69b59bfa,AN19.MIX.if4,German,Germanic,roof,r uw f,1,uw,0.005535694954685084,27.620524303578662,6,6,0.0072992700729927005
AN19-rec-0401ebc2c32b60a2f5b1:phone:1,AN19-rec-0401ebc2c32b60a2f5b1,AN19.MIX.if5,Japanese,Japonic,dune,d uw n,0,d,2.3029042440272665e-14,56.65135467818474,6,6,0.006711409395973154
AN19-rec-0404e73e683deec349dd:phone:3,AN19-rec-0404e73e683deec349dd,AN19.MIX.if4,German,Germanic,mouth,m aw th,2,th,0.0045949079686964395,44.4665705516611,6,6,0.0072992700729927005
AN19-rec-04088203314ed09c88d4:phone:2,AN19-rec-04088203314ed09c88d4,AN19.SPA.sm5,Spanish,Romance,bead,b iy d,1,iy,2.3027571791132273e-15,47.75180203236814,6,6,0.006896551724137931
AN19-rec-04172439832138fcaebe:phone:3,AN19-rec-04172439832138fcaebe,AN19.MIX.if4,German,Germanic,faith,f ey th,2,th,8.292909698997379e-09,37.47597714885778,6,6,0.0072992700729927005
AN19-rec-0419981461a6331b077f:phone:3,AN19-rec-0419981461a6331b077f,AN19.SPA.sm6,Spanish,Romance,lame,l ey m,2,m,2.1186237499009124e-17,58.03425044610927,6,6,0.006756756756756757
AN19-rec-041e2e8682f39d76d522:phone:2,AN19-rec-041e2e8682f39d76d522,AN19.SPA.sf1,Spanish,Romance,wed,w eh d,1,eh,5.636883096545965e-27,68.05888007556267,6,6,0.006896551724137931
AN19-rec-04403efc9b7070b07726:phone:1,AN19-rec-04403efc9b7070b07726,AN19.SPA.sf1,Spanish,Romance,curve,k er v,0,k,9.32392203470094e-10,26.39214241749812,6,6,0.006896551724137931
AN19-rec-04403efc9b7070b07726:phone:3,AN19-rec-04403efc9b7070b07726,AN19.SPA.sf1,Spanish,Romance,curve,k er v,2,v,7.227775670047542e-11,30.18747546464756,6,6,0.006896551724137931
AN19-rec-04414df15decdc1c89b0:phone:1,AN19-rec-04414df15decdc1c89b0,AN19.MIX.if6,Somali,Afro-Asiatic,rim,r ih m,0,r,2.7883792493655827e-16,64.66299704466171,6,6,0.007246376811594203
AN19-rec-045a8f31a764a60577d6:phone:1,AN19-rec-045a8f31a764a60577d6,AN19.MIX.if4,German,Germanic,five,f ay v,0,f,1.4210727853483235e-09,46.63965897831355,6,6,0.0072992700729927005
AN19-rec-045b1672c6d0ea9ffbce:phone:3,AN19-rec-045b1672c6d0ea9ffbce,AN19.KOR.kf2,Korean,Koreanic,serve,s er v,2,v,5.589069293538474e-06,15.797774277826974,6,6,0.0072992700729927005
AN19-rec-046c893817cce85385c8:phone:1,AN19-rec-046c893817cce85385c8,AN19.SPA.sm5,Spanish,Romance,both,b ow th,0,b,0.005881132267601651,17.192017434617448,6,6,0.006896551724137931
AN19-rec-046c893817cce85385c8:phone:3,AN19-rec-046c893817cce85385c8,AN19.SPA.sm5,Spanish,Romance,both,b ow th,2,th,5.3800281515156365e-08,60.36884860266931,6,6,0.006896551724137931
AN19-rec-047c621d6553a487721e:phone:2,AN19-rec-047c621d6553a487721e,AN19.SPA.sm6,Spanish,Romance,noise,n oy z,1,oy,4.0031203002645906e-05,48.97335738619706,6,6,0.006756756756756757
AN19-rec-04891b92375269e28386:phone:3,AN19-rec-04891b92375269e28386,AN19.SPA.sm4,Spanish,Romance,pad,p ae d,2,d,7.327006153600226e-06,19.78542134874412,6,6,0.007194244604316547
AN19-rec-0496d1a44b14d3f01782:phone:2,AN19-rec-0496d1a44b14d3f01782,AN19.MIX.im5,Turkish,Turkic,live,l ay v,1,ay,0.004368248321664027,27.94965857020874,6,6,0.007246376811594203
AN19-rec-04974343004dd9d9c4cc:phone:1,AN19-rec-04974343004dd9d9c4cc,AN19.SPA.sf4,Spanish,Romance,mall,m ao l,0,m,9.394977441819003e-12,44.517197505513536,6,6,0.0070921985815602835
AN19-rec-04a3177f6e8b56ddc0da:phone:1,AN19-rec-04a3177f6e8b56ddc0da,AN19.KOR.km7,Korean,Koreanic,shop,sh aa p,0,sh,0.03306912714526613,13.2380498306581,6,6,0.006711409395973154
AN19-rec-04a3177f6e8b56ddc0da:phone:2,AN19-rec-04a3177f6e8b56ddc0da,AN19.KOR.km7,Korean,Koreanic,shop,sh aa p,1,aa,3.3594031967708907e-05,21.171784337336423,6,6,0.006711409395973154
AN19-rec-04a3177f6e8b56ddc0da:phone:3,AN19-rec-04a3177f6e8b56ddc0da,AN19.KOR.km7,Korean,Koreanic,shop,sh aa p,2,p,0.01969318783900989,32.13672360676487,6,6,0.006711409395973154
AN19-rec-04ad83412182e4a5808d:phone:2,AN19-rec-04ad83412182e4a5808d,AN19.KOR.km1,Korean,Koreanic,wed,w eh d,1,eh,3.978502800075963e-08,38.61556603227677,6,6,0.0072992700729927005
AN19-rec-04b2f117387b28549de4:phone:2,AN19-rec-04b2f117387b28549de4,AN19.KOR.km2,Korean,Koreanic,wash,w aa sh,1,aa,7.617397785965877e-05,23.201045610408624,6,6,0.006756756756756757
AN19-rec-04be848af2c380745387:phone:2,AN19-rec-04be848af2c380745387,AN19.SPA.sm4,Spanish,Romance,wife,w ay f,1,ay,3.1291336251183806e-07,25.942159452396908,6,6,0.007194244604316547
AN19-rec-04bf2d3b84629a424e9b:phone:1,AN19-rec-04bf2d3b84629a424e9b,AN19.SPA.sm6,Spanish,Romance,pawn,p ao n,0,p,0.02659407256581675,16.326491193964753,6,6,0.006756756756756757
AN19-rec-04ce725f670916eb0cd0:phone:2,AN19-rec-04ce725f670916eb0cd0,AN19.MIX.im1,Romanian,Romance,rat,r ae t,1,ae,0.01710366496514968,18.790726770008405,6,6,0.006802721088435374
AN19-rec-04e90a9a28cfb20c3e4b:phone:2,AN19-rec-04e90a9a28cfb20c3e4b,AN19.SPA.sf4,Spanish,Romance,voice,v oy s,1,oy,1.673473109185072e-07,36.05947241899082,6,6,0.0070921985815602835
AN19-rec-04e95d046ad3c77bf486:phone:2,AN19-rec-04e95d046ad3c77bf486,AN19.KOR.kf2,Korean,Koreanic,rut,r ah t,1,ah,9.785878234531461e-08,32.017105944423726,6,6,0.0072992700729927005
AN19-rec-04ea092946808bec91da:phone:1,AN19-rec-04ea092946808bec91da,AN19.KOR.km3,Korean,Koreanic,hid,hh ih d,0,hh,1.3509513168037958e-05,28.081984691857087,6,6,0.006666666666666667
AN19-rec-04ea092946808bec91da:phone:3,AN19-rec-04ea092946808bec91da,AN19.KOR.km3,Korean,Koreanic,hid,hh ih d,2,d,5.477743794105638e-09,33.57305901987037,6,6,0.006666666666666667
AN19-rec-04f4d4121e3b3865dcc9:phone:1,AN19-rec-04f4d4121e3b3865dcc9,AN19.SPA.sf4,Spanish,Romance,soak,s ow k,0,s,4.658892451292442e-06,14.382762641987098,6,6,0.0070921985815602835
