dataset_id,model_variant,representation,layer,fold,type,alpha,k,z_train,z_test,poll_train,poll_test,optimism
AN19,base,hubert_tsne_3d,tr_4,3,corrected,0.1,0.004696163979037417,0.11398282602434275,0.8919053667078073,-0.6635154107553509,-0.667885202411821,0.006585817880997683
AN19,base,hubert_tsne_3d,tr_6,1,corrected,0.1,0.04203988916437662,5.5829104293829905,5.705379987706045,-0.6547309270090828,-0.6445532280609071,-0.015544857480108728
AN19,base,hubert_tsne_3d,tr_6,2,corrected,0.1,0.004696163979037417,5.892363467602377,4.171020756661919,-0.6452649196504614,-0.6519921611381204,0.010425549697174226
AN19,base,hubert_tsne_3d,tr_6,3,corrected,0.1,0.004696163979037417,4.171023941470186,5.637951358078622,-0.6519921611370078,-0.6549196907287608,0.004490130044888434
AN19,base,hubert_tsne_3d,tr_8,1,corrected,0.1,0.011450553933621337,10.232593763510966,10.241764140266667,-0.6350924819342301,-0.6250362482126278,-0.01583428241974319
AN19,base,hubert_tsne_3d,tr_8,2,corrected,0.1,0.011450553933621337,10.241812692804013,7.839258603671026,-0.6250362482123855,-0.630396484470203,0.008575880635959807
AN19,base,hubert_tsne_3d,tr_8,3,corrected,0.1,0.004696163979037417,7.836355024238704,10.223724631944753,-0.6302706876361883,-0.6349640656865114,0.007446606898260621
AN19,base,hubert_tsne_3d,tr_10,1,corrected,0.1,0.01697220958787298,13.82502742030403,13.989523299345247,-0.6030957684227176,-0.5890163905536858,-0.023345177675269935
AN19,base,hubert_tsne_3d,tr_10,2,corrected,0.1,0.011450553933621337,13.996715117670322,12.455976134792758,-0.5884551073728732,-0.5923671545184559,0.006647995907534586
AN19,base,hubert_tsne_3d,tr_10,3,corrected,0.1,0.011450553933621337,12.455945167787831,13.829859494389083,-0.5923671545187263,-0.602678666312093,0.017407298353238912
AN19,base,hubert_tsne_3d,tr_12,1,corrected,0.1,0.01697220958787298,13.93947351750216,14.049193073048452,-0.6051049504550965,-0.5928236529394183,-0.02029614450591007
AN19,base,hubert_tsne_3d,tr_12,2,corrected,0.1,0.01697220958787298,14.04915567400447,13.09183556017407,-0.5928236529386908,-0.5932211554698094,0.0006705240743147218
AN19,base,hubert_tsne_3d,tr_12,3,corrected,0.1,0.011450553933621337,13.070127808229138,13.930725286686432,-0.5927665370315178,-0.6045828274026248,0.019934138708775837
AN19,base,hubert_tsne_3d,tr_14,1,corrected,0.1,0.04203988916437662,12.600951921084249,13.075034291367917,-0.62168106960379,-0.6128110238731802,-0.014267839514982898
AN19,base,hubert_tsne_3d,tr_14,2,corrected,0.1,0.011450553933621337,13.260918206337012,12.049196257536092,-0.6099493594870816,-0.6066865958763211,-0.005349236883377042
AN19,base,hubert_tsne_3d,tr_14,3,corrected,0.1,0.004696163979037417,11.945207786605748,12.729608650951272,-0.6063624397841842,-0.6191413525464791,0.021074710311613412
AN19,base,hubert_tsne_3d,tr_16,1,corrected,0.1,0.04203988916437662,11.148425457747207,11.943320175505628,-0.6250454318950328,-0.618424151889887,-0.010593277971924739
AN19,base,hubert_tsne_3d,tr_16,2,corrected,0.1,0.011450553933621337,12.220924983453989,10.656884671783533,-0.61546428875929,-0.6133874924611813,-0.0033743571089970958
AN19,base,hubert_tsne_3d,tr_16,3,corrected,0.1,0.004696163979037417,10.60905117122179,11.285700853604228,-0.61298338239517,-0.6228337659592692,0.016069576838461438
AN19,base,hubert_tsne_3d,tr_18,1,corrected,0.1,0.04203988916437662,10.163958761183626,10.759748854820614,-0.6256664984715498,-0.6188727322070768,-0.010858446602254584
AN19,base,hubert_tsne_3d,tr_18,2,corrected,0.1,0.011450553933621337,10.976454536464784,8.883599076890752,-0.6163401366646588,-0.6115394046199271,-0.0077890952724757444
AN19,base,hubert_tsne_3d,tr_18,3,corrected,0.1,0.004696163979037417,8.830572555100545,10.112205639571823,-0.6111128347088939,-0.6237300853724821,0.020646351945133812
AN19,base,hubert_tsne_3d,tr_20,1,corrected,0.1,0.04203988916437662,11.416774376304922,12.12748906174877,-0.614573197893644,-0.6046055450171892,-0.01621882130658699
AN19,base,hubert_tsne_3d,tr_20,2,corrected,0.1,0.01697220958787298,12.228847559809324,10.725356995553843,-0.6019812155498868,-0.59823248548657,-0.006227320664636442
AN19,base,hubert_tsne_3d,tr_20,3,corrected,0.1,0.01697220958787298,10.72542998706594,11.530886010054905,-0.5982324854780985,-0.612483959501856,0.02382263479451123
AN19,base,hubert_tsne_3d,tr_22,1,corrected,0.1,0.011450553933621337,11.726145640910428,12.263575273603635,-0.6277133649187928,-0.6196029542763878,-0.012920563900139792
AN19,base,hubert_tsne_3d,tr_22,2,corrected,0.1,0.004696163979037417,12.32008006339262,12.100461977161796,-0.6189013039089465,-0.6163824135530245,-0.004069938680065525
AN19,base,hubert_tsne_3d,tr_22,3,corrected,0.1,0.004696163979037417,12.100469575043194,11.773138880748608,-0.6163824135525541,-0.6271743350496417,0.01750848379156017
AN19,base,hubert_tsne_3d,tr_24,1,corrected,0.1,0.04203988916437662,11.062328190877096,11.272868368340479,-0.6170500798410237,-0.6097043778780012,-0.011904547463821677
AN19,base,hubert_tsne_3d,tr_24,2,corrected,0.1,0.01697220958787298,11.401937856442085,10.110496285537362,-0.6080831686728666,-0.6067463659868506,-0.002198387909557744
AN19,base,hubert_tsne_3d,tr_24,3,corrected,0.1,0.004696163979037417,10.033805785729783,11.09313975754209,-0.6063484408005173,-0.6156632190763368,0.015362088279672797
