talker_id,AN19.ENG.ef1,AN19.ENG.ef2,AN19.ENG.ef3,AN19.ENG.em1,AN19.ENG.em2,AN19.ENG.em3,AN19.SPA.sf1,AN19.SPA.sf2,AN19.SPA.sf3,AN19.SPA.sf4,AN19.SPA.sf5,AN19.SPA.sf6,AN19.SPA.sm2,AN19.SPA.sm3,AN19.SPA.sm4,AN19.SPA.sm5,AN19.SPA.sm6,AN19.SPA.sm7,AN19.KOR.kf1,AN19.KOR.kf2,AN19.KOR.kf3,AN19.KOR.kf4,AN19.KOR.kf5,AN19.KOR.kf6,AN19.KOR.km1,AN19.KOR.km2,AN19.KOR.km3,AN19.KOR.km6,AN19.KOR.km7,AN19.KOR.km8,AN19.MIX.if5,AN19.MIX.if3,AN19.MIX.im1,AN19.MIX.if2,AN19.MIX.im3,AN19.MIX.im2,AN19.MIX.if6,AN19.MIX.if4,AN19.MIX.if1,AN19.MIX.im4,AN19.MIX.im5,AN19.MIX.im6
AN19.SPA.sf5,0.013145977633227723,0.018449725533267947,0.009579399658198998,0.016496951736174565,0.025837913769988126,0.014992783806555474,0.005167719410000294,0.014715256513627246,0.009249628744486926,0.006182083390500387,1.0,0.022742128133669496,0.01506380973081467,0.00784627613890696,0.016376233971380327,0.015316754597679975,0.012066056186691326,0.02147933346464015,0.00826754279675156,0.012067300502105955,0.010528080268487896,0.011550742260760308,0.013028564539118518,0.013068502832986889,0.011052373440376295,0.01210769410130413,0.013359309796306156,0.0127106875587893,0.017572309940391564,0.012578809765620808,0.0004394749967247366,0.006275387287374019,0.009322545941891204,0.022959211941328158,0.01744092270635129,0.015410784656108598,0.01719653296208069,0.019371517426099397,0.013349714216994062,0.010083856811776424,0.01896872828005185,0.014365956814385163
AN19.SPA.sf6,0.01053099545951985,0.009210963891795829,0.005246429516358974,0.009822407769958795,0.01009203354055611,0.00767423575768411,0.01065907518450693,0.013218749075716085,0.017442724480462267,0.004078172677800857,0.022742128133669496,1.0,0.008306968898518934,0.006793450296893753,0.009518257982753908,0.014048385600688057,0.008768816506808204,0.010664260666200888,0.013193115866698902,0.012891042626954745,0.007848942904652852,0.011293747677995767,0.018685652596312614,0.008286640510876577,0.0068422961526267275,0.010804317644607413,0.011123930468065904,0.00794384355282399,0.01264552389463614,0.006688332783080325,0.0002920918874738879,0.0034324831472747866,0.008086851732001188,0.012769874184662862,0.008291683606925055,0.007367185773327425,0.015777247446840476,0.009818284850036618,0.01789901346187131,0.008038159813193986,0.013281557437541343,0.006813796239889843
AN19.SPA.sm2,0.00655007957090332,0.011863686706527255,0.00773983025584802,0.013434566936552773,0.010248341311369116,0.012124806330757841,0.006126531314192483,0.00918319804661118,0.010160666132700268,0.0019948407481870673,0.01506380973081467,0.008306968898518934,1.0,0.004114020259899382,0.013890423469734218,0.00852356752844321,0.009663098312472525,0.012395000183080934,0.006549755857902093,0.00985329066050828,0.00769306001986841,0.003555678498439369,0.008454863534831,0.0099689256831418,0.0036389612998024485,0.007428609761882105,0.006743650336081315,0.009574915205584638,0.01252929787696936,0.008220209665485824,0.00029791027161569844,0.003666896452588675,0.007942357760859385,0.015537437156784063,0.007354730034966954,0.006667383566219833,0.004161391953837299,0.007111618356929242,0.008904904453191748,0.0109158001218351,0.01026632890732976,0.0065472625283526
AN19.SPA.sm3,0.0158693259435634,0.004608043093306274,0.0023062330732803423,0.005553789810348296,0.005719348601377168,0.002022643263322498,0.0031636470830698794,0.010630567214453135,0.014454426028238076,0.008542039523631039,0.00784627613890696,0.006793450296893753,0.004114020259899382,1.0,0.004743595878824086,0.009209736461388328,0.007754518771284072,0.009108294373096385,0.00923260612482309,0.00818971150008065,0.013948998949979384,0.005945940120995798,0.003824462933213804,0.009408490664247858,0.00518931495841191,0.012043674443701064,0.005429644951106924,0.003523113969699318,0.008219272757616285,0.0032815028662708866,0.0003184505741590731,0.005727854910685643,0.01069161836514413,0.012455830988823989,0.006679088989202378,0.00751407184803503,0.0032111536424249015,0.003494452749444357,0.007589787633967285,0.004104759216520644,0.0037562577173061414,0.004748910953409257
AN19.SPA.sm4,0.014523264235367775,0.007764370057855736,0.007017171320820312,0.008306169829789588,0.010314169051931252,0.010336299740852107,0.013851793686938025,0.010892215469087179,0.010413366751978136,0.0016163387592462598,0.016376233971380327,0.009518257982753908,0.013890423469734218,0.004743595878824086,1.0,0.010274841919725356,0.012514102798012065,0.009513221789774607,0.008063503385509077,0.00671472174990842,0.009620155117586997,0.007872267069991256,0.00883317890433759,0.005753624756568767,0.009328635415809916,0.009974997770815772,0.00821565170715833,0.008962313129939888,0.018163366628249408,0.005761046280730088,0.00042536789436442747,0.0068600667641632515,0.00905976636894683,0.01877324304583406,0.007755024969350452,0.010493432842438097,0.009765840624595944,0.01188381269841162,0.012373014719275608,0.0053141348559247225,0.006725092108622931,0.013072794976342937
AN19.SPA.sm5,0.019958067805685153,0.012529906060048066,0.008534921751355394,0.014239983509373418,0.015238226420134282,0.009177543551011233,0.0052688487919086,0.011979269492624768,0.023336057710396735,0.004693438444625571,0.015316754597679975,0.014048385600688057,0.00852356752844321,0.009209736461388328,0.010274841919725356,1.0,0.016678691189716825,0.016819397862465845,0.008671018007104514,0.011569172834090377,0.011918297045425618,0.013581210329071622,0.009983470230086586,0.012069597804825494,0.009701161157345588,0.01711843414995525,0.007831336731967063,0.005473176335102443,0.015190300518324297,0.015426646698296303,0.0010840935321133052,0.0055824557792616206,0.010365368108532209,0.023826359197292056,0.01424037042293933,0.017920284921418284,0.009084481804602066,0.011172568840697445,0.009979392279305192,0.009901599266574345,0.013131229687666758,0.006201191282702464
AN19.SPA.sm6,0.011985486344499835,0.005049577010482638,0.0019947121444897956,0.004900722474204669,0.006116823723678113,0.003420448698555465,0.006381690296026606,0.016455911357015032,0.01809673176760443,0.01331803528936445,0.012066056186691326,0.008768816506808204,0.009663098312472525,0.007754518771284072,0.012514102798012065,0.016678691189716825,1.0,0.007595874992173379,0.007984802220025228,0.0067942516514775024,0.01312521101506562,0.008907910195496862,0.0056483782767426825,0.006006785109253515,0.007737886849085057,0.016282502244818718,0.00753555955403457,0.008221780530687737,0.012482553877915407,0.004659923639721769,0.0009078293653939543,0.0059344730851757024,0.011642185891464452,0.0221428928562734,0.01077838762198179,0.013758448544589073,0.00546184221175429,0.00411177123608669,0.006401337335524131,0.0035368527893475136,0.007326597879307539,0.003359028707211275
AN19.SPA.sm7,0.011337048201194183,0.011141194208611151,0.008515914124969996,0.012875987245668545,0.01901282380324844,0.013094067620438908,0.008208059319189718,0.010180208659675732,0.013431811664809445,0.004693301111573096,0.02147933346464015,0.010664260666200888,0.012395000183080934,0.009108294373096385,0.009513221789774607,0.016819397862465845,0.007595874992173379,1.0,0.013281749899716628,0.011125059918475518,0.017973408114115665,0.010613560726610773,0.010764260795292484,0.019322386142779542,0.006772349785513038,0.01391319132958736,0.011528606900278964,0.006896091065416345,0.01194741228375219,0.010405990188909753,0.0004122636335603945,0.0030056084897177758,0.010808226829504422,0.012157038333061292,0.011520012853472051,0.014703054278773206,0.015331101450471736,0.008274011965735281,0.016641133946436078,0.010988568876662724,0.010810842355268548,0.00906443450429727
AN19.KOR.kf1,0.011199723660369578,0.006308784635483087,0.00411787488947382,0.012241649231419637,0.007253792266000835,0.007169657092327883,0.0029666109717833887,0.007612957627450531,0.008179867489174115,0.004558009178348478,0.00826754279675156,0.013193115866698902,0.006549755857902093,0.00923260612482309,0.008063503385509077,0.008671018007104514,0.007984802220025228,0.013281749899716628,1.0,0.010416459404081743,0.01037248450092088,0.014395727330508373,0.007135659545608264,0.008877379617082305,0.006420044938947913,0.013166831539629267,0.013808701982009194,0.0037078154954547746,0.008187741616272866,0.009003505054696315,0.00018222166662194746,0.005729935564554869,0.010024620888273878,0.015114597388563796,0.00856005474077451,0.012220454792350201,0.009631267436594766,0.009909564995694231,0.007575690981151366,0.007993415806593683,0.009648279113196422,0.005813559475999031
AN19.KOR.kf2,0.020621857667839704,0.011382559067263594,0.008339874001948402,0.0101763603179807,0.009197667529495733,0.009263206030236695,0.005313081833692142,0.007165633912893999,0.012350613403438312,0.0030720041716499973,0.012067300502105955,0.012891042626954745,0.00985329066050828,0.00818971150008065,0.00671472174990842,0.011569172834090377,0.0067942516514775024,0.011125059918475518,0.010416459404081743,1.0,0.009504941318106436,0.014458110857131041,0.012248611806575972,0.014297658018250862,0.011610873650283834,0.015374495858997379,0.008635986022172016,0.006899536799316578,0.013180678735084966,0.010054710437016228,0.0006246719296730052,0.012617986112005396,0.012878189835565488,0.01603352990245009,0.008529964213444529,0.014099405721648355,0.010377456373226113,0.010542739979781475,0.014171670875288991,0.006108216340960817,0.0073882623341563446,0.008352912681026009
AN19.KOR.kf3,0.017185003995040728,0.008089956691803069,0.002285807762568283,0.01178879609258612,0.010520395442674928,0.007037140379265768,0.004475732381056814,0.011510042670912308,0.010823801083041951,0.005232893675286182,0.010528080268487896,0.007848942904652852,0.00769306001986841,0.013948998949979384,0.009620155117586997,0.011918297045425618,0.01312521101506562,0.017973408114115665,0.01037248450092088,0.009504941318106436,1.0,0.007980519152079237,0.010302299289894403,0.01187034905743013,0.012687436804383964,0.017632367139557098,0.012067401377846685,0.0063975852919064624,0.014161785408359818,0.006085283208046089,0.000252770628819502,0.0030655611960161405,0.015680603526731337,0.019997869166483415,0.006639717605232351,0.013590040495600255,0.007161340500208952,0.005282316941732367,0.010304003901108924,0.00845188146865948,0.006167353279735432,0.007663521847986811
AN19.KOR.kf4,0.012881277960231988,0.02165982030817098,0.008963691568996408,0.017778296578884634,0.009333395887474052,0.00686701474480345,0.002793797789032666,0.008435998215877758,0.00658898632946108,0.004171502387420337,0.011550742260760308,0.011293747677995767,0.003555678498439369,0.005945940120995798,0.007872267069991256,0.013581210329071622,0.008907910195496862,0.010613560726610773,0.014395727330508373,0.014458110857131041,0.007980519152079237,1.0,0.01480221116529963,0.010707645153316328,0.009708551486382687,0.013523681661514507,0.010751220826171385,0.0068161620140497195,0.021082534878619177,0.013262245862806646,0.000474121444409999,0.010838886772347109,0.009962498864644653,0.022903812533836197,0.009939290197720052,0.014161585554667058,0.016760126218079555,0.014850658572438696,0.015308330525444662,0.008582479477679933,0.01429201358057618,0.007583729325833792
AN19.KOR.kf5,0.01789445911858902,0.01921829859744856,0.015607909761040406,0.025917055233758073,0.022248705175956007,0.017121437787832604,0.004940591904683124,0.007959603086691313,0.008949313429282395,0.0049687395497318,0.013028564539118518,0.018685652596312614,0.008454863534831,0.003824462933213804,0.00883317890433759,0.009983470230086586,0.0056483782767426825,0.010764260795292484,0.007135659545608264,0.012248611806575972,0.010302299289894403,0.01480221116529963,1.0,0.009871626715387789,0.011344506408317793,0.020126564514948403,0.0074990093800454535,0.0128721109302562,0.02594497973411461,0.01949970709559595,0.0002704690640319583,0.0019488055212451777,0.007931092110098936,0.0148482278547651,0.012888974819229319,0.010051684563668804,0.018189801819880454,0.02969785224282213,0.014504466263019423,0.007763501467650493,0.013251903310277447,0.005281649827360377
AN19.KOR.kf6,0.013262914242792261,0.010248078506722191,0.005242849984213386,0.008998446317135478,0.013021996307958557,0.006797723746376419,0.004167567506664182,0.009112292062593596,0.011751588461839423,0.01094770362976896,0.013068502832986889,0.008286640510876577,0.0099689256831418,0.009408490664247858,0.005753624756568767,0.012069597804825494,0.006006785109253515,0.019322386142779542,0.008877379617082305,0.014297658018250862,0.01187034905743013,0.010707645153316328,0.009871626715387789,1.0,0.009350938288559311,0.01073615793999408,0.009259599795121021,0.006818765407967491,0.012779672149988522,0.013998589381131,0.00018679130128367762,0.0024925332618440763,0.010296997324158742,0.02042045114176691,0.010359438694966642,0.015360396906039525,0.010216654273765046,0.008270197525698565,0.010887860935501297,0.0052357397890763,0.009308642628435955,0.012446543280068964
AN19.KOR.km1,0.008650023335924874,0.004787777996548043,0.0020853821051928074,0.00957635475414053,0.01022226197397814,0.0036246409982769122,0.0025724358512666558,0.004290611966593352,0.00413491482767569,0.002390962924569146,0.011052373440376295,0.0068422961526267275,0.0036389612998024485,0.00518931495841191,0.009328635415809916,0.009701161157345588,0.007737886849085057,0.006772349785513038,0.006420044938947913,0.011610873650283834,0.012687436804383964,0.009708551486382687,0.011344506408317793,0.009350938288559311,1.0,0.005219702975681568,0.007432007946092958,0.007186686660458833,0.011131849265514282,0.009882738084271933,0.0015999903557539434,0.006871897231878882,0.007460232764047009,0.010104843417942698,0.009014944173985778,0.012823464846179534,0.007667621357670367,0.007100694659044593,0.006372206235159426,0.004067033764195432,0.008250212671444884,0.005700351418667156
AN19.KOR.km2,0.05955869570631573,0.02110226363614212,0.00848864817028565,0.024663174179378723,0.018707355901054146,0.013793746641603499,0.0041985931990890955,0.015343045677288319,0.023222770323328062,0.006557767232552269,0.01210769410130413,0.010804317644607413,0.007428609761882105,0.012043674443701064,0.009974997770815772,0.01711843414995525,0.016282502244818718,0.01391319132958736,0.013166831539629267,0.015374495858997379,0.017632367139557098,0.013523681661514507,0.020126564514948403,0.01073615793999408,0.005219702975681568,1.0,0.00960342638605222,0.006362040670219276,0.018667373130196036,0.01194772359623661,0.0006150763127447947,0.006367292469549022,0.019578655410132127,0.02611440696409115,0.01505893091440441,0.019965778726627338,0.02142328077711495,0.012546896316999127,0.0166265942696014,0.008708975487643194,0.013129378348259587,0.00914203815737439
AN19.KOR.km3,0.009132762729762382,0.018251454188651796,0.018602947824139786,0.010216579214783245,0.016108148703737116,0.012680361136559367,0.003851976273011948,0.006178327873729678,0.004380180965249887,0.00290054253401993,0.013359309796306156,0.011123930468065904,0.006743650336081315,0.005429644951106924,0.00821565170715833,0.007831336731967063,0.00753555955403457,0.011528606900278964,0.013808701982009194,0.008635986022172016,0.012067401377846685,0.010751220826171385,0.0074990093800454535,0.009259599795121021,0.007432007946092958,0.00960342638605222,1.0,0.006108854607546431,0.017792823722272356,0.01726390874955021,0.0002483745002333664,0.002926673376782366,0.014326415225598613,0.012890642031891752,0.016094341894588336,0.007649355588624056,0.010929562536319899,0.008944810337641058,0.008004508074132482,0.0100469832017246,0.016434611274102066,0.009138760094206942
AN19.KOR.km6,0.0038360207323158016,0.014548580657221718,0.01172439160422818,0.012133677079510923,0.013076117778357425,0.011847292921786082,0.0052649548348012,0.0071580960839670036,0.007923031018635063,0.0015825470057772343,0.0127106875587893,0.00794384355282399,0.009574915205584638,0.003523113969699318,0.008962313129939888,0.005473176335102443,0.008221780530687737,0.006896091065416345,0.0037078154954547746,0.006899536799316578,0.0063975852919064624,0.0068161620140497195,0.0128721109302562,0.006818765407967491,0.007186686660458833,0.006362040670219276,0.006108854607546431,1.0,0.01958012682152704,0.011521794739900991,0.00011208017043626075,0.0026173651713518676,0.009253584082180494,0.01088278590220775,0.007930791275536322,0.004966052041638666,0.014654956404503174,0.012765475431890648,0.007054400747677334,0.00615508064509892,0.007227363305280852,0.005785062682344976
AN19.KOR.km7,0.011911243159144312,0.019200090592531964,0.019499413047270032,0.02984076832526822,0.017693686757593752,0.01706503636147336,0.010424755176125735,0.012010117708379116,0.008632923841683059,0.005287990712500054,0.017572309940391564,0.01264552389463614,0.01252929787696936,0.008219272757616285,0.018163366628249408,0.015190300518324297,0.012482553877915407,0.01194741228375219,0.008187741616272866,0.013180678735084966,0.014161785408359818,0.021082534878619177,0.02594497973411461,0.012779672149988522,0.011131849265514282,0.018667373130196036,0.017792823722272356,0.01958012682152704,1.0,0.01889860670743119,0.00029074935376819207,0.0023291870659980507,0.01149258956491296,0.0203711120966799,0.014731632229487694,0.017711051870057816,0.011940793668939784,0.02855209247763904,0.022537043916287282,0.012741662889192705,0.020553218414246507,0.010279348454026269
AN19.KOR.km8,0.014695817219938323,0.02955879209137803,0.015656543611693684,0.025355203286990924,0.015592503574946738,0.014352686511355609,0.00748867169867195,0.007220000856166042,0.007744304701500857,0.0046948814775745204,0.012578809765620808,0.006688332783080325,0.008220209665485824,0.0032815028662708866,0.005761046280730088,0.015426646698296303,0.004659923639721769,0.010405990188909753,0.009003505054696315,0.010054710437016228,0.006085283208046089,0.013262245862806646,0.01949970709559595,0.013998589381131,0.009882738084271933,0.01194772359623661,0.01726390874955021,0.011521794739900991,0.01889860670743119,1.0,0.00046152723265765154,0.006447415888346736,0.01047814425670288,0.010895861618441817,0.014737163450886194,0.013888854175830287,0.019859528419921092,0.022151924820402142,0.012977377773349135,0.009521907628073726,0.009928755826102066,0.007176690056577428
AN19.MIX.if5,0.0015311639916635981,0.0003140452768374771,5.724332903750273e-06,0.00014347833077876335,0.00042727309640141077,0.00022165193381838458,5.928725540420986e-05,0.0005311615899071215,0.00045930294352811705,0.0001533118633401665,0.0004394749967247366,0.0002920918874738879,0.00029791027161569844,0.0003184505741590731,0.00042536789436442747,0.0010840935321133052,0.0009078293653939543,0.0004122636335603945,0.00018222166662194746,0.0006246719296730052,0.000252770628819502,0.000474121444409999,0.0002704690640319583,0.00018679130128367762,0.0015999903557539434,0.0006150763127447947,0.0002483745002333664,0.00011208017043626075,0.00029074935376819207,0.00046152723265765154,1.0,0.001286355935391746,0.0006085540481868624,0.000724286374422668,0.0008652094268266576,0.003630630825710991,0.0007130266245854132,0.000929045781946155,0.00022653587474383857,8.292190205472207e-05,0.00014159990243192165,0.0001009898986474763
AN19.MIX.if3,0.008378160172105867,0.004688520439673414,0.002794540403215226,0.0034190843166874395,0.0026961969565660986,0.0036534802325677955,0.0050747962013265036,0.003932195419428604,0.00532857502569973,0.0029277733259974424,0.006275387287374019,0.0034324831472747866,0.003666896452588675,0.005727854910685643,0.0068600667641632515,0.0055824557792616206,0.0059344730851757024,0.0030056084897177758,0.005729935564554869,0.012617986112005396,0.0030655611960161405,0.010838886772347109,0.0019488055212451777,0.0024925332618440763,0.006871897231878882,0.006367292469549022,0.002926673376782366,0.0026173651713518676,0.0023291870659980507,0.006447415888346736,0.001286355935391746,1.0,0.00788477741817537,0.017000160518333463,0.007422782976304788,0.010870988056518626,0.010106983270277124,0.0034604377534555907,0.005034666485994024,0.0021634165216315457,0.0031906023058928864,0.0036577859152251103
AN19.MIX.im1,0.015370167256771634,0.00852838696947652,0.004050895405061151,0.014256622033887143,0.008187669610348376,0.006488473871658269,0.003698789648228056,0.011062520105454632,0.012210486405105877,0.004736958153583904,0.009322545941891204,0.008086851732001188,0.007942357760859385,0.01069161836514413,0.00905976636894683,0.010365368108532209,0.011642185891464452,0.010808226829504422,0.010024620888273878,0.012878189835565488,0.015680603526731337,0.009962498864644653,0.007931092110098936,0.010296997324158742,0.007460232764047009,0.019578655410132127,0.014326415225598613,0.009253584082180494,0.01149258956491296,0.01047814425670288,0.0006085540481868624,0.00788477741817537,1.0,0.022013406332570463,0.010346665866985839,0.013966902895006638,0.012225081039676015,0.005434990015657852,0.010914397088139086,0.006251528677170539,0.0061718186611991075,0.00657036460404115
